Product_Title,Price,Sale_Percentage,Category_id,name
Gói 10 Lần Triệt Lông Làm Gọn Vùng Bikini,801000,90,3121," Chăm sóc da mặt (211)
"
"05 lần Nâng cơ V-line, tan mỡ nọng cằm tặng kèm 05 lần chạy tế bào gốc trẻ hoá da",520000,90,3121," Chăm sóc da mặt (211)
"
Gói 10 Lần Triệt Lông Làm Gọn Vùng Bikini,801000,90,3121," Chăm sóc da mặt (211)
"
"05 lần Nâng cơ V-line, tan mỡ nọng cằm tặng kèm 05 lần chạy tế bào gốc trẻ hoá da",520000,90,3121," Chăm sóc da mặt (211)
"
Gói 05 lần Trẻ hóa da hiệu quả với tinh chất Collagen vàng kết hợp bắn ánh sáng Laser trẻ hoá,499000,89,3121," Chăm sóc da mặt (211)
"
Gói 05 lần Trẻ hóa da hiệu quả với tinh chất Collagen vàng kết hợp bắn ánh sáng Laser trẻ hoá,499000,89,3121," Chăm sóc da mặt (211)
"
60 Phút Cấy Tảo Xoắn Tươi Nhật Tại Thẩm Mỹ Viện Văn Phượng,99000,86,3121," Chăm sóc da mặt (211)
"
60 Phút Điều Trị Mụn Chuyên Sâu Tại Thẩm Mỹ Viện Văn Phượng,100000,86,3121," Chăm sóc da mặt (211)
"
"60 Phút Chăm Sóc Da Mặt Trẻ Hóa, Căng Bóng Da Tại Thẩm Mỹ Viện Văn Phượng",99000,86,3121," Chăm sóc da mặt (211)
"
60 Phút Cấy Tảo Xoắn Tươi Nhật Tại Thẩm Mỹ Viện Văn Phượng,99000,86,3121," Chăm sóc da mặt (211)
"
60 Phút Điều Trị Mụn Chuyên Sâu Tại Thẩm Mỹ Viện Văn Phượng,100000,86,3121," Chăm sóc da mặt (211)
"
"60 Phút Chăm Sóc Da Mặt Trẻ Hóa, Căng Bóng Da Tại Thẩm Mỹ Viện Văn Phượng",99000,86,3121," Chăm sóc da mặt (211)
"
Lăm Kim Trị Mụn Chuyên Sâu 60 Phút Tại L'Paradis Spa,230000,85,3121," Chăm sóc da mặt (211)
"
GIẢM BÉO CÔNG NGHỆ RF EXILIS 299K CHO 5 LẦN,299000,85,3121," Chăm sóc da mặt (211)
"
Lăm Kim Trị Mụn Chuyên Sâu 60 Phút Tại L'Paradis Spa,230000,85,3121," Chăm sóc da mặt (211)
"
GIẢM BÉO CÔNG NGHỆ RF EXILIS 299K CHO 5 LẦN,299000,85,3121," Chăm sóc da mặt (211)
"
Phi Kim Trị Sẹo Rỗ - Lỗ Chân Lông To - 60 Phút Tại L'Paradis Spa,249000,83,3121," Chăm sóc da mặt (211)
"
Phi Kim Trị Sẹo Rỗ - Lỗ Chân Lông To - 60 Phút Tại L'Paradis Spa,249000,83,3121," Chăm sóc da mặt (211)
"
Căng Bóng Da Hàn Quốc Babyskin,99000,80,3121," Chăm sóc da mặt (211)
"
Công Nghệ NaNo White Trị Nám - Tàn Nhang - Da không Điều Màu  60 Phút Tại L'Paradis Spa,249000,80,3121," Chăm sóc da mặt (211)
"
For You Spa - Liệu Trình Trị Mụn Chuyên Sâu,99000,80,3121," Chăm sóc da mặt (211)
"
Trắng Sáng Rạng Rỡ Da Mặt Bằng Vitamin C,89000,80,3121," Chăm sóc da mặt (211)
"
Liệu trình điều trị mụn cơ bản bằng công nghệ cao trị giá 500.000 VND tại Viện thẩm mỹ Công Nghệ Cao IRIS,99000,80,3121," Chăm sóc da mặt (211)
"
Chăm Sóc Trẻ Hoá Da Mặt Mờ Sẹo - Hút Mụn Cám - Đắp Mặt Nạ Hồng Sâm Tại An An Spa,99000,80,3121," Chăm sóc da mặt (211)
"
Căng Bóng Da Hàn Quốc Babyskin,99000,80,3121," Chăm sóc da mặt (211)
"
Công Nghệ NaNo White Trị Nám - Tàn Nhang - Da không Điều Màu  60 Phút Tại L'Paradis Spa,249000,80,3121," Chăm sóc da mặt (211)
"
For You Spa - Liệu Trình Trị Mụn Chuyên Sâu,99000,80,3121," Chăm sóc da mặt (211)
"
Trắng Sáng Rạng Rỡ Da Mặt Bằng Vitamin C,89000,80,3121," Chăm sóc da mặt (211)
"
Liệu trình điều trị mụn cơ bản bằng công nghệ cao trị giá 500.000 VND tại Viện thẩm mỹ Công Nghệ Cao IRIS,99000,80,3121," Chăm sóc da mặt (211)
"
Chăm Sóc Trẻ Hoá Da Mặt Mờ Sẹo - Hút Mụn Cám - Đắp Mặt Nạ Hồng Sâm Tại An An Spa,99000,80,3121," Chăm sóc da mặt (211)
"
"Massage Mặt Thư Giãn + Ấn Huyệt Thải Độc, Thanh Lọc Làn Da/ Điện Di Vitamin C Tại Sophia Spa",99000,78,3121," Chăm sóc da mặt (211)
"
Liệu Trình Điện Di Tế Bào Gốc Tại Beu Spa,110000,78,3121," Chăm sóc da mặt (211)
"
Điều Trị Mụn Chuẩn Y Khoa Tại Sophia Spa,99000,78,3121," Chăm sóc da mặt (211)
"
"Paradise Beauty & Spa-Vi Kim Nano Collagen Bí Mật Trẻ Hóa, Căng Da, Tái Sinh Làn Da ",199000,78,3121," Chăm sóc da mặt (211)
"
"Massage Mặt Thư Giãn + Ấn Huyệt Thải Độc, Thanh Lọc Làn Da/ Điện Di Vitamin C Tại Sophia Spa",99000,78,3121," Chăm sóc da mặt (211)
"
Liệu Trình Điện Di Tế Bào Gốc Tại Beu Spa,110000,78,3121," Chăm sóc da mặt (211)
"
Điều Trị Mụn Chuẩn Y Khoa Tại Sophia Spa,99000,78,3121," Chăm sóc da mặt (211)
"
"Paradise Beauty & Spa-Vi Kim Nano Collagen Bí Mật Trẻ Hóa, Căng Da, Tái Sinh Làn Da ",199000,78,3121," Chăm sóc da mặt (211)
"
Trẻ Hoá Da Se Khít Lỗ Chân Lông OxyJet 80 Phút Tại Paradise Beauty & Spa,199000,77,3121," Chăm sóc da mặt (211)
"
Trị Sạm / Thâm/ Nám -Da Trắng Sáng Bật Tone Kiềm Dầu Vùng Chữ T Bằng Công Nghệ LASER ĐA SIÊU XUNG,499000,77,3121," Chăm sóc da mặt (211)
"
Trẻ Hoá Da Se Khít Lỗ Chân Lông OxyJet 80 Phút Tại Paradise Beauty & Spa,199000,77,3121," Chăm sóc da mặt (211)
"
Trị Sạm / Thâm/ Nám -Da Trắng Sáng Bật Tone Kiềm Dầu Vùng Chữ T Bằng Công Nghệ LASER ĐA SIÊU XUNG,499000,77,3121," Chăm sóc da mặt (211)
"
Paradise Beauty & Spa - Điều Trị Mụn Tuổi Dậy Thì Assh,149000,76,3121," Chăm sóc da mặt (211)
"
"Gói Triệt Lông Vĩnh Viễn - Trẻ Hóa Và Trị Thâm - Bao Gồm 10 Lần, Bảo Hành 05 Năm",599999,76,3121," Chăm sóc da mặt (211)
"
Liệu Trình 90 Phút Chăm Sóc Da Mặt Chuyên Sâu Và Tắm Trắng Da Mặt Với Công Nghệ Làm Đẹp Chuẩn Quốc Tế Tại Thẩm Mỹ Quốc Tế Euro,120000,76,3121," Chăm sóc da mặt (211)
"
Paradise Beauty & Spa - Điều Trị Mụn Tuổi Dậy Thì Assh,149000,76,3121," Chăm sóc da mặt (211)
"
"Gói Triệt Lông Vĩnh Viễn - Trẻ Hóa Và Trị Thâm - Bao Gồm 10 Lần, Bảo Hành 05 Năm",599999,76,3121," Chăm sóc da mặt (211)
"
Liệu Trình 90 Phút Chăm Sóc Da Mặt Chuyên Sâu Và Tắm Trắng Da Mặt Với Công Nghệ Làm Đẹp Chuẩn Quốc Tế Tại Thẩm Mỹ Quốc Tế Euro,120000,76,3121," Chăm sóc da mặt (211)
"
Áp Dụng 1 Trong 4 Liệu Trình Chăm Sóc Da Trị Mụn/Chạy Vitamin C / Collagen Tươi/ Thải Chì Tại Trung Tâm Chăm Sóc Sắc Đẹp IGlow Beauty,99000,75,3121," Chăm sóc da mặt (211)
"
Áp Dụng 1 Trong 4 Liệu Trình Chăm Sóc Da Trị Mụn/Chạy Vitamin C / Collagen Tươi/ Thải Chì Tại Trung Tâm Chăm Sóc Sắc Đẹp IGlow Beauty,99000,75,3121," Chăm sóc da mặt (211)
"
"Mắt Chuyên Sâu, Ngăn Ngừa Vết Thâm + Bọng Mắt Tại Paradise Beauty & Spa",99000,74,3121," Chăm sóc da mặt (211)
"
Paradise Beauty & Spa - Điều Trị Mụn Xoá Thâm Bằng Máy Ánh Sáng Sinh Học,149000,74,3121," Chăm sóc da mặt (211)
"
"Mắt Chuyên Sâu, Ngăn Ngừa Vết Thâm + Bọng Mắt Tại Paradise Beauty & Spa",99000,74,3121," Chăm sóc da mặt (211)
"
Paradise Beauty & Spa - Điều Trị Mụn Xoá Thâm Bằng Máy Ánh Sáng Sinh Học,149000,74,3121," Chăm sóc da mặt (211)
"
Điều Trị Mụn Chuẩn Y Khoa Tại Sophia Spa,125000,72,3121," Chăm sóc da mặt (211)
"
01 Buổi Điều Trị Sạch Nhân Mụn + Oxy Tinh Khiết Tại Viện Thẩm Mỹ Leboss,390000,72,3121," Chăm sóc da mặt (211)
"
Điều Trị Da Hư Tổn PRP Kết Hợp Lăn Kim Giải Quyết 10 Vấn Đề Về Da,1399999,72,3121," Chăm sóc da mặt (211)
"
Điều Trị Mụn Chuẩn Y Khoa Tại Sophia Spa,125000,72,3121," Chăm sóc da mặt (211)
"
01 Buổi Điều Trị Sạch Nhân Mụn + Oxy Tinh Khiết Tại Viện Thẩm Mỹ Leboss,390000,72,3121," Chăm sóc da mặt (211)
"
Điều Trị Da Hư Tổn PRP Kết Hợp Lăn Kim Giải Quyết 10 Vấn Đề Về Da,1399999,72,3121," Chăm sóc da mặt (211)
"
"Paradise Beauty & Spa - Liệu trình 10 Lần Triệt Lông Vĩnh Viễn,Trẻ Hóa, Giảm Mùi Cơ Thể",1000000,71,3121," Chăm sóc da mặt (211)
"
"Paradise Beauty & Spa - Liệu trình 10 Lần Triệt Lông Vĩnh Viễn,Trẻ Hóa, Giảm Mùi Cơ Thể",1000000,71,3121," Chăm sóc da mặt (211)
"
Dịch Vụ Trị Mụn Bằng Mỹ Phẩm Dermaligical Của Mỹ,195000,70,3121," Chăm sóc da mặt (211)
"
Liệu Trình Triệt Lông Trắng Sáng Vùng Nách Tại Les Sam Wellness & Spa,149000,70,3121," Chăm sóc da mặt (211)
"
Voucher 60’ Chăm Sóc Da Mặt Chuyên Biệt Hydra Face Tại CC Clinic,300000,70,3121," Chăm sóc da mặt (211)
"
For You Spa -  Liệu Trình Cấy Sợi Collagen,300000,70,3121," Chăm sóc da mặt (211)
"
Dịch Vụ Trị Mụn Bằng Mỹ Phẩm Dermaligical Của Mỹ,195000,70,3121," Chăm sóc da mặt (211)
"
Liệu Trình Triệt Lông Trắng Sáng Vùng Nách Tại Les Sam Wellness & Spa,149000,70,3121," Chăm sóc da mặt (211)
"
Voucher 60’ Chăm Sóc Da Mặt Chuyên Biệt Hydra Face Tại CC Clinic,300000,70,3121," Chăm sóc da mặt (211)
"
For You Spa -  Liệu Trình Cấy Sợi Collagen,300000,70,3121," Chăm sóc da mặt (211)
"
Điều Trị Nám - Tàn Nhang Công Nghệ OxyJet Tại Paradise Beauty & Spa,300000,69,3121," Chăm sóc da mặt (211)
"
"Liệu Trình Nâng Cơ - Sáng Da - Săn Chắc, Ngăn Ngừa Lão Hoá Bằng Máy RF - M6 Tại Paradise Beauty & Spa",299000,69,3121," Chăm sóc da mặt (211)
"
Điều Trị Nám - Tàn Nhang Công Nghệ OxyJet Tại Paradise Beauty & Spa,300000,69,3121," Chăm sóc da mặt (211)
"
"Liệu Trình Nâng Cơ - Sáng Da - Săn Chắc, Ngăn Ngừa Lão Hoá Bằng Máy RF - M6 Tại Paradise Beauty & Spa",299000,69,3121," Chăm sóc da mặt (211)
"
Rita Homespa - Liệu Trình Chạy Vitanmin C Cơ Bản Giúp Mờ Thâm Sáng Da ,129000,67,3121," Chăm sóc da mặt (211)
"
Voucher 7 Bước Triệt Lông Vĩnh Viễn Tại Ellis Spa,99000,67,3121," Chăm sóc da mặt (211)
"
Paradise Beauty & Spa - Liệu Trình Thải Độc Tố Thanh Khiết Làn Da,99000,67,3121," Chăm sóc da mặt (211)
"
For You Spa - Liệu Trình Tiêm Điều Trị Nám,600000,67,3121," Chăm sóc da mặt (211)
"
Paradise Beauty & Spa - Điều Trị Mụn Xoá Thâm Công Nghệ Oxyjet,199000,67,3121," Chăm sóc da mặt (211)
"
Liệu Pháp Thủy Sinh Đá Thạch Anh Dưỡng Ẩm Chống Nhăn Hydra 3A Tại Viện Thẩm Mỹ Leboss,399000,67,3121," Chăm sóc da mặt (211)
"
"Công nghệ Căng bóng, Trắng Sáng Nâng Tông Da Bằng Nguyên Bào Sợi XXI Hoàng Gia Pháp Tại Viện Thẩm Mỹ Leboss",2999000,67,3121," Chăm sóc da mặt (211)
"
Rita Homespa - Liệu Trình Chạy Vitanmin C Cơ Bản Giúp Mờ Thâm Sáng Da ,129000,67,3121," Chăm sóc da mặt (211)
"
Voucher 7 Bước Triệt Lông Vĩnh Viễn Tại Ellis Spa,99000,67,3121," Chăm sóc da mặt (211)
"
Paradise Beauty & Spa - Liệu Trình Thải Độc Tố Thanh Khiết Làn Da,99000,67,3121," Chăm sóc da mặt (211)
"
For You Spa - Liệu Trình Tiêm Điều Trị Nám,600000,67,3121," Chăm sóc da mặt (211)
"
Paradise Beauty & Spa - Điều Trị Mụn Xoá Thâm Công Nghệ Oxyjet,199000,67,3121," Chăm sóc da mặt (211)
"
Liệu Pháp Thủy Sinh Đá Thạch Anh Dưỡng Ẩm Chống Nhăn Hydra 3A Tại Viện Thẩm Mỹ Leboss,399000,67,3121," Chăm sóc da mặt (211)
"
"Công nghệ Căng bóng, Trắng Sáng Nâng Tông Da Bằng Nguyên Bào Sợi XXI Hoàng Gia Pháp Tại Viện Thẩm Mỹ Leboss",2999000,67,3121," Chăm sóc da mặt (211)
"
Trẻ Hoá Da Se Khít Lỗ Chân Lông Bằng Máy Ánh Sáng Sinh Học Tại Paradise Beauty & Spa,199000,66,3121," Chăm sóc da mặt (211)
"
Trẻ Hoá Da Bằng Công Nghệ OxyJet + Mắt Chuyên Sâu Tại Paradise Beauty & Spa,399000,66,3121," Chăm sóc da mặt (211)
"
Trẻ Hoá Da Se Khít Lỗ Chân Lông Bằng Máy Ánh Sáng Sinh Học Tại Paradise Beauty & Spa,199000,66,3121," Chăm sóc da mặt (211)
"
Trẻ Hoá Da Bằng Công Nghệ OxyJet + Mắt Chuyên Sâu Tại Paradise Beauty & Spa,399000,66,3121," Chăm sóc da mặt (211)
"
"Điều Trị Sẹo Rỗ, Nám, Tàn Nhang, Trẻ Hóa Da, Se Khít Chân Lông Công Nghệ Laser - Cam Kết Hiệu Quả 100%",700000,65,3121," Chăm sóc da mặt (211)
"
"Công Nghệ Hifu 2019 - Nâng Cơ, Trẻ Hóa, Xóa Nhăn Căng Da Độc Quyền Sophia Spa",1399999,65,3121," Chăm sóc da mặt (211)
"
Chăm Sóc Da Mặt Toàn Diện Tại Paradise Beauty & Spa,99000,65,3121," Chăm sóc da mặt (211)
"
"Điều Trị Sẹo Rỗ, Nám, Tàn Nhang, Trẻ Hóa Da, Se Khít Chân Lông Công Nghệ Laser - Cam Kết Hiệu Quả 100%",700000,65,3121," Chăm sóc da mặt (211)
"
"Công Nghệ Hifu 2019 - Nâng Cơ, Trẻ Hóa, Xóa Nhăn Căng Da Độc Quyền Sophia Spa",1399999,65,3121," Chăm sóc da mặt (211)
"
Chăm Sóc Da Mặt Toàn Diện Tại Paradise Beauty & Spa,99000,65,3121," Chăm sóc da mặt (211)
"
Paradise Beauty & Spa - Điều Trị Mụn Xoá Thâm Ánh Sáng Sinh Học + Oxy Jet,249000,64,3121," Chăm sóc da mặt (211)
"
Liệu Trình 60 Phút Massage Body Bằng Tinh Dầu Thư Giãn Tại Beu Spa,90000,64,3121," Chăm sóc da mặt (211)
"
Hút Chì Thải Độc Tố + Serum + Máy Ánh Sáng Sinh Học Tại Paradise Beauty & Spa,200000,64,3121," Chăm sóc da mặt (211)
"
Thanh Dưỡng Đặc Biệt Nhân Sâm + Xông Hơi Tại Paradise Beauty & Spa,199000,64,3121," Chăm sóc da mặt (211)
"
Paradise Beauty & Spa - Điều Trị Mụn Xoá Thâm Ánh Sáng Sinh Học + Oxy Jet,249000,64,3121," Chăm sóc da mặt (211)
"
Liệu Trình 60 Phút Massage Body Bằng Tinh Dầu Thư Giãn Tại Beu Spa,90000,64,3121," Chăm sóc da mặt (211)
"
Hút Chì Thải Độc Tố + Serum + Máy Ánh Sáng Sinh Học Tại Paradise Beauty & Spa,200000,64,3121," Chăm sóc da mặt (211)
"
Thanh Dưỡng Đặc Biệt Nhân Sâm + Xông Hơi Tại Paradise Beauty & Spa,199000,64,3121," Chăm sóc da mặt (211)
"
Thanh Tẩy Đặc Biệt Cà Phê Sữa + Xông Hơi Tại Paradise Beauty & Spa,199000,63,3121," Chăm sóc da mặt (211)
"
Hút Chì Thải Độc Tố + Serum Tại Paradise Beauty & Spa,149000,63,3121," Chăm sóc da mặt (211)
"
Thanh Tẩy Đặc Biệt Cà Phê Sữa + Xông Hơi Tại Paradise Beauty & Spa,199000,63,3121," Chăm sóc da mặt (211)
"
Hút Chì Thải Độc Tố + Serum Tại Paradise Beauty & Spa,149000,63,3121," Chăm sóc da mặt (211)
"
"Thẩm Mỹ Song Kim - 60 Phút Điều Trị Mụn Cám, Mụn Đầu Đen, Se Khít Lỗ Chân Lông",150000,61,3121," Chăm sóc da mặt (211)
"
"Thẩm Mỹ Song Kim - 60 Phút Điều Trị Mụn Cám, Mụn Đầu Đen, Se Khít Lỗ Chân Lông",150000,61,3121," Chăm sóc da mặt (211)
"
"Việt Hàn Spa - Điều Trị Sẹo Rỗ Bằng Spectra Laser, Cam Kết Hiệu Quả, Không Đau",199000,60,3121," Chăm sóc da mặt (211)
"
"Công Nghệ Phun Môi Khử Thâm, Căng Mọng",399000,60,3121," Chăm sóc da mặt (211)
"
Điều Trị Mụn + Trị Thâm + Se Khít Chân Lông,200000,60,3121," Chăm sóc da mặt (211)
"
Liệu Trình Triệt Lông Mép Vĩnh Viễn Tại MOH Beauty,220000,60,3121," Chăm sóc da mặt (211)
"
Chỉ 199K - Trọn Gói 6 Lần Triệt Lông Vĩnh Viễn Cam Kết Hiệu Quả 100%,199000,60,3121," Chăm sóc da mặt (211)
"
